,pict,Tag1,qual,Tag3,Folder,indiv,sex,stage
5519,26062018_id94_femadu (12)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,94_fem_adu,94,fem,adu
5520,26062018_id94_femadu (13)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,94_fem_adu,94,fem,adu
5521,26062018_id94_femadu (14)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,94_fem_adu,94,fem,adu
5522,26062018_id94_femadu (15)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,94_fem_adu,94,fem,adu
5523,26062018_id94_femadu (16)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,94_fem_adu,94,fem,adu
5524,26062018_id3094_malinfDROITE (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,3094_mal_inf,3094,mal,inf
5525,26062018_id94_femadu (17)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,94_fem_adu,94,fem,adu
5527,26062018_id94_femadu (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,94_fem_adu,94,fem,adu
5528,20180626_id29_femadu (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,29_fem_adu,29,fem,adu
5529,20180626_id29_femadu (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,29_fem_adu,29,fem,adu
5530,20180626_id29_femadu (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,29_fem_adu,29,fem,adu
5531,20180626_id29_femadu (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,29_fem_adu,29,fem,adu
5532,20180626_id29_femadu_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,29_fem_adu,29,fem,adu
5533,20180626_id29_femadu (6)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,29_fem_adu,29,fem,adu
5534,20180626_id29_femadu (7)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,29_fem_adu,29,fem,adu
5535,20180626_id29_femadu (8)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,29_fem_adu,29,fem,adu
5536,20180626_id29_femadu (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,29_fem_adu,29,fem,adu
5537,20180627_id16_femadu (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,16_fem_adu,16,fem,adu
5538,20180627_id16_femadu (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,16_fem_adu,16,fem,adu
5539,20180627_id16_femadu (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,16_fem_adu,16,fem,adu
5540,20180627_id16_femadu (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,16_fem_adu,16,fem,adu
5541,20180627_id16_femadu (6)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,16_fem_adu,16,fem,adu
5542,20180627_id16_femadu (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,16_fem_adu,16,fem,adu
5543,20180627_id88_malado_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,88_mal_ado,88,mal,ado
5544,20180627_id86_malado (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,86_mal_ado,86,mal,ado
5545,20180627_id86_malado (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,86_mal_ado,86,mal,ado
5546,20180627_id86_malado (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,86_mal_ado,86,mal,ado
5547,20180627_id86_malado (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,86_mal_ado,86,mal,ado
5548,20180627_id86_malado (6)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,86_mal_ado,86,mal,ado
5549,20180627_id86_malado (7)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,86_mal_ado,86,mal,ado
5550,20180627_id86_malado (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,86_mal_ado,86,mal,ado
5551,20180627_id27_malsub_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,27_mal_sub,27,mal,sub
5552,20180627_id939_maljuv (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,939_mal_juv,939,mal,juv
5553,20180627_id939_maljuv (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,939_mal_juv,939,mal,juv
5554,20180627_id939_maljuv (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,939_mal_juv,939,mal,juv
5555,20180627_id939_maljuv (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,939_mal_juv,939,mal,juv
5556,20180627_id939_maljuv (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,939_mal_juv,939,mal,juv
5557,20180627_id140_malado (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,140_mal_ado,140,mal,ado
5558,20180627_id140_malado (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,140_mal_ado,140,mal,ado
5559,20180627_id140_malado (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,140_mal_ado,140,mal,ado
5560,20180627_id140_malado (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,140_mal_ado,140,mal,ado
5561,20180627_id140_malado (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,140_mal_ado,140,mal,ado
5562,20180627_id140_malado (6)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,140_mal_ado,140,mal,ado
5563,20180627_id140_malado (7)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,140_mal_ado,140,mal,ado
5564,20180627_id140_malado (8)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,140_mal_ado,140,mal,ado
5565,20180627_id140_malado (9)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,140_mal_ado,140,mal,ado
5566,20180627_id140_malado (10)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,140_mal_ado,140,mal,ado
5567,20180627_id140_malado (11)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,140_mal_ado,140,mal,ado
5568,20180627_id20_femadu (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5569,20180627_id20_femadu (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5570,20180627_id20_femadu (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5571,20180627_id20_femadu (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5572,20180627_id20_femadu (6)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5573,20180627_id20_femadu (7)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5574,20180627_id20_femadu (8)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5575,20180627_id20_femadu (9)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5576,20180627_id20_femadu (10)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5577,20180627_id20_femadu (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5578,20180627_id56_femadu (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,56_fem_adu,56,fem,adu
5579,20180627_id56_femadu (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,56_fem_adu,56,fem,adu
5580,20180628_id21_femadu (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5581,20180628_id21_femadu (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5582,20180628_id21_femadu (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,21_fem_adu,21,fem,adu
5583,20180628_id21_femadu (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,21_fem_adu,21,fem,adu
5584,20180628_id21_femadu (6)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,21_fem_adu,21,fem,adu
5585,20180628_id21_femadu (7)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5586,20180628_id21_femadu (8)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5587,20180628_id21_femadu (9)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5588,20180628_id21_femadu (10)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,21_fem_adu,21,fem,adu
5589,20180628_id21_femadu (11)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5590,20180628_id21_femadu (12)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5591,20180628_id21_femadu (13)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5592,20180628_id21_femadu (14)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5593,20180628_id21_femadu (15)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5594,20180628_id21_femadu (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5595,20180628_id21_femadu (16)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5596,20180628_id21_femadu (17)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5597,20180628_id21_femadu (18)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5598,20180628_id21_femadu (19)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,21_fem_adu,21,fem,adu
5599,20180628_id21_femadu (20)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,21_fem_adu,21,fem,adu
5600,20180628_id21_femadu (21)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5601,20180628_id21_femadu (22)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5602,20180628_id21_femadu (23)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5603,20180628_id21_femadu (24)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5604,20180628_id2016_maljuv (7)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,2016_mal_juv,2016,mal,juv
5605,20180628_id2016_maljuv (8)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,2016_mal_juv,2016,mal,juv
5606,20180628_id2016_maljuv (9)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,2016_mal_juv,2016,mal,juv
5607,20180628_id2016_maljuv (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,2016_mal_juv,2016,mal,juv
5608,20180628_id816_maljuvDROITE (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5609,20180628_id816_maljuvDROITE (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,816_mal_juv,816,mal,juv
5610,20180628_id816_maljuvDROITE (8)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,816_mal_juv,816,mal,juv
5611,20180628_id816_maljuvDROITE (10)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,816_mal_juv,816,mal,juv
5612,20180628_id816_maljuvDROITE (11)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,816_mal_juv,816,mal,juv
5613,20180628_id816_maljuvDROITE (13)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5614,20180628_id816_maljuvDROITE (15)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,816_mal_juv,816,mal,juv
5615,20180628_id816_maljuvDROITE (14)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,816_mal_juv,816,mal,juv
5616,20180628_id816_maljuvDROITE (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5617,20180628_id816_maljuvDROITE (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5618,20180628_id816_maljuvDROITE (12)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5619,20180628_id816_maljuvDROITE (6)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5620,20180628_id816_maljuvDROITE (7)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5621,20180628_id816_maljuvDROITE (9)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5622,20180628_id816_maljuvDROITE (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5623,20180628_id816_maljuvDROITE (16)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5624,20180628_id20_femadu (6)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5625,20180628_id20_femadu (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5626,20180628_id20_femadu (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5627,20180628_id76_femaduCENTRE (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,76_fem_adu,76,fem,adu
5628,20180628_id76_femaduCENTRE (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,76_fem_adu,76,fem,adu
5629,20180628_id20_femadu (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5630,20180628_id20_femadu (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5631,20180628_id20_femadu (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,20_fem_adu,20,fem,adu
5632,20180628_id3076_malinfDROITE (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,3076_mal_inf,3076,mal,inf
5633,20180628_id76_femaduCENTRE (5)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTesting,76_fem_adu,76,fem,adu
5634,20180628_id3076_malinfDROITE (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,3076_mal_inf,3076,mal,inf
5635,20180628_id76_femaduCENTRE (6)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,76_fem_adu,76,fem,adu
5636,20180628_id3076_malinfDROITE (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,3076_mal_inf,3076,mal,inf
5637,20180628_id76_femaduCENTRE (7)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,76_fem_adu,76,fem,adu
5638,20180628_id3076_malinfDROITE (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,3076_mal_inf,3076,mal,inf
5639,20180628_id76_femaduCENTRE (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,76_fem_adu,76,fem,adu
5640,20180628_id76_femaduCENTRE (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,76_fem_adu,76,fem,adu
5641,20180628_id126_femadu (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,126_fem_adu,126,fem,adu
5642,20180628_id126_femadu (3)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTraining,126_fem_adu,126,fem,adu
5643,20180628_id3126_malinfDROITE (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,3126_mal_inf,3126,mal,inf
5644,20180628_id126_femadu (4)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTraining,126_fem_adu,126,fem,adu
5645,20180628_id3126_malinfDROITE (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,3126_mal_inf,3126,mal,inf
5646,20180628_id126_femadu (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,126_fem_adu,126,fem,adu
5647,20180628_id3126_malinfDROITE (1)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTraining,3126_mal_inf,3126,mal,inf
5648,20180628_id126_femadu (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,126_fem_adu,126,fem,adu
5649,20180628_id3126_malinfDROITE (2)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTraining,3126_mal_inf,3126,mal,inf
5650,20180629_id112_malado (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,112_mal_ado,112,mal,ado
5651,20180629_id112_malado (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,112_mal_ado,112,mal,ado
5652,20180629_id112_malado (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,112_mal_ado,112,mal,ado
5653,20180629_id112_malado (6)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTraining,112_mal_ado,112,mal,ado
5654,20180629_id112_malado (7)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,112_mal_ado,112,mal,ado
5655,20180629_id112_malado (8)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTraining,112_mal_ado,112,mal,ado
5656,20180629_id112_malado (9)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,112_mal_ado,112,mal,ado
5657,20180629_id112_malado (10)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,112_mal_ado,112,mal,ado
5658,20180629_id112_malado (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,112_mal_ado,112,mal,ado
5659,20180629_id112_malado (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,112_mal_ado,112,mal,ado
5660,20180629_id21_femadu (3)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTesting,21_fem_adu,21,fem,adu
5661,20180629_id3021_feminfDROITE (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,3021_fem_inf,3021,fem,inf
5662,20180629_id21_femadu (4)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTesting,21_fem_adu,21,fem,adu
5664,20180629_id21_femadu (5)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,21_fem_adu,21,fem,adu
5666,20180629_id21_femadu (7)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTesting,21_fem_adu,21,fem,adu
5667,20180629_id21_femadu (8)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5668,20180629_id21_femadu (9)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5669,20180629_id21_femadu (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5670,20180629_id88_malado (2)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTraining,88_mal_ado,88,mal,ado
5671,20180629_id88_malado (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,88_mal_ado,88,mal,ado
5672,20180629_id139_femadu (2)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTraining,139_fem_adu,139,fem,adu
5673,20180629_id139_femadu (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,139_fem_adu,139,fem,adu
5674,20180629_id139_femadu (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,139_fem_adu,139,fem,adu
5675,20180629_id139_femadu (6)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,139_fem_adu,139,fem,adu
5676,20180629_id139_femadu (7)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,139_fem_adu,139,fem,adu
5677,20180629_id139_femadu (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,139_fem_adu,139,fem,adu
5678,20180629_id29_femadu (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,29_fem_adu,29,fem,adu
5679,20180629_id29_femadu (3)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTesting,29_fem_adu,29,fem,adu
5680,20180629_id29_femadu (1)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTesting,29_fem_adu,29,fem,adu
5681,20180629_id124_femadu_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,124_fem_adu,124,fem,adu
5682,20180629_id24_malado (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,24_mal_ado,24,mal,ado
5683,20180629_id21_femadu (10)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTesting,21_fem_adu,21,fem,adu
5684,20180629_id21_femadu (11)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,21_fem_adu,21,fem,adu
5685,20180629_id24_malado (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,24_mal_ado,24,mal,ado
5686,20180629_id24_malado (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,24_mal_ado,24,mal,ado
5690,20180629_id140_malado (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,140_mal_ado,140,mal,ado
5691,20180629_id140_malado (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,140_mal_ado,140,mal,ado
5693,20180629_id21_femadu (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,21_fem_adu,21,fem,adu
5694,20180629_id56_femadu_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,56_fem_adu,56,fem,adu
5700,20180702_id816_maljuv (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5701,20180702_id816_maljuv (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual3, 2FaceCatTraining,816_mal_juv,816,mal,juv
5702,20180702_id148_malado (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual0, 2FaceCatTraining,148_mal_ado,148,mal,ado
5703,20180702_id29_femadu (3)_ORIGINAL-FACE.jpg,0FaceView0, 1FaceQualNoEval, 2FaceCatTesting,29_fem_adu,29,fem,adu
5706,20180702_id29_femadu (6)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,29_fem_adu,29,fem,adu
5707,20180702_id29_femadu (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,29_fem_adu,29,fem,adu
5708,20180702_id29_femadu (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTesting,29_fem_adu,29,fem,adu
5709,20180702_id89_malado (3)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,89_mal_ado,89,mal,ado
5710,20180702_id89_malado (4)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,89_mal_ado,89,mal,ado
5712,20180702_id89_malado (1)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,89_mal_ado,89,mal,ado
5713,20180702_id89_malado (2)_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,89_mal_ado,89,mal,ado
5714,20180703_id121_malado_ORIGINAL-FACE.jpg,0FaceView1, 1FaceQual2, 2FaceCatTraining,121_mal_ado,121,mal,ado
